-125.5;72.4314;6;0;422.978;41.35561752;285;-13.62105866;0.0004555;0.00808425;0.032811;0.95865;9.39597988;0;9.50E-06;0.926825;0.0731637
-124.5;72.4314;6;38;492.211;87.17099762;316;-14.27766876;0.000384667;0.00764556;0.0299531;0.962017;9.3435564;0;0.00168567;0.940973;0.0573409
-123.5;72.4314;6;100.1;543.411;151.9278717;456;-14.67298584;0.0003795;0.0077301;0.0280263;0.963864;9.8107214;0;0.004535;0.947415;0.0480511
-122.5;72.4314;6;98.7;519.522;198.8303223;474;-14.85665131;0.0004051;0.0077865;0.0262462;0.965562;10.18020153;0;0.0074657;0.947191;0.0453437
-121.5;72.4314;6;100.8;497.6;178.055542;395;-14.82314911;0.0003458;0.0073413;0.0250387;0.967276;10.43088055;0;0.0092768;0.942839;0.0478845
-120.5;72.4314;6;81.9;480.933;190.0857086;430;-15.14667816;0.0002512;0.0066164;0.0243603;0.968772;10.60185432;0;0.0100312;0.93587;0.0540984
-119.5;72.4314;7;80.3;459.111;152.7055512;465;-15.43584747;0.000147111;0.00583956;0.0232654;0.970748;10.48266888;0;0.00969022;0.922151;0.0681584
-118.5;72.4314;7;33.9;461.489;179.0922394;435;-15.41175537;9.98E-05;0.0052246;0.0231588;0.971518;10.8770504;0;0.0101712;0.909425;0.0804054
-117.5;72.4314;7;90.2;477.333;182.0143585;461;-15.49774933;3.94E-05;0.0048744;0.0228815;0.972203;10.84782887;0;0.0094533;0.903576;0.0869737
-116.5;72.4314;7;100.9;475.189;177.5551605;435;-15.75796051;2.73E-05;0.0045238;0.0219617;0.973486;10.41874027;0;0.0071756;0.912947;0.0798761
-115.5;72.4314;7;72.3;459.844;179.6391449;357;-15.85219116;8.44E-06;0.00443644;0.0213131;0.974242;10.071702;0;0.00667267;0.916672;0.0766551
-114.5;72.4314;6;71.9;441.922;181.7772675;638;-16.02818604;5.88E-06;0.00428;0.0207058;0.97501;9.53125381;0;0.00643625;0.913606;0.0799588
-113.5;72.4314;6;79;428.167;217.8492432;621;-16.24586029;9.00E-06;0.00432933;0.0205308;0.975132;9.15471172;0;0.00685367;0.910328;0.0828172
-112.5;72.4314;6;71.7;424.944;223.8092194;646;-16.44731293;5.33E-06;0.004256;0.0202193;0.975518;8.46617985;0;0.006189;0.928222;0.0655912
-111.5;72.4314;6;24.9;419.356;243.6637573;656;-16.55943909;8.67E-06;0.00407633;0.0197825;0.976132;8.24208927;0;0.0060725;0.94359;0.050339
-110.5;72.4314;6;78;418.522;260.0064087;586;-16.7592514;0;0.00407267;0.0193762;0.97655;7.74032068;0;0.007344;0.948873;0.0437812
-109.5;72.4314;6;71.1;424.011;194.4686279;407;-16.54227905;0;0.00395283;0.0189645;0.977085;7.22539234;0;0.00813;0.950252;0.0416178
-108.5;72.4314;6;24.9;418.511;69.97180939;303;-16.03999634;0;0.00387257;0.019;0.977129;6.53829336;0;0.006478;0.955066;0.038457
-107.5;72.4314;6;70.7;427.711;102.2164993;330;-16.40302429;0;0.00376711;0.0183704;0.977862;6.50327301;0;0.00587078;0.947018;0.0471111
-106.5;72.4314;6;70.5;432.211;119.3861771;339;-16.57147827;0;0.0037934;0.0182577;0.977949;6.53488159;0;0.0048107;0.94042;0.0547677
-105.5;72.4314;6;70.5;431.2;80.32004547;312;-16.50646057;0;0.0036739;0.01825;0.978075;6.55897951;0;0.0043866;0.936492;0.0591216
-101.5;72.4314;3;40.5;407.167;16.0781498;141;-16.74342957;0;0.00353;0.0192173;0.977252;7.04908609;0;0.004648;0.954938;0.0404143
-100.5;72.4314;3;78.7;425.733;33.66529846;289;-16.85493469;0;0.00344589;0.0195991;0.976954;7.75707912;0;0.00467089;0.949262;0.0460678
-99.5;72.4314;3;63.9;446.567;74.00265503;304;-16.89384003;0;0.0035038;0.0200969;0.9764;8.30068588;0;0.0059491;0.937398;0.0566517
-98.5;72.4314;3;87.6;453.656;60.44470215;353;-16.711026;0;0.0034589;0.0204945;0.976047;8.74860477;0;0.0082798;0.923783;0.0679364
-97.5;72.4314;3;32.3;448.589;72.53420258;380;-16.5803421;0;0.0034032;0.0209969;0.975599;9.22699738;0;0.0095568;0.916016;0.0744263
-96.5;72.4314;14;0;420.322;124.8542938;357;-16.59746094;0;0.0035176;0.0209608;0.975522;10.0054388;0;0.010003;0.918512;0.0714852
-94.5;72.4314;14;83.9;448.011;205.1711884;488;-16.50335541;0;0.0038548;0.0231859;0.97296;11.43872547;0;0.0111225;0.891931;0.0969444
-89.5;72.4314;9;42.4;449.433;143.6069946;325;-15.29655762;0;0.00461014;0.0222883;0.9731;11.55838585;0;5.04E-05;0.946274;0.0536747
-88.5;72.4314;9;64.5;461.211;214.1041565;399;-15.44812164;0;0.00473;0.0229259;0.972346;12.09639645;0;0.00127978;0.944843;0.0538788
-87.5;72.4314;9;70.9;458.656;229.2898102;497;-15.25607452;0;0.0048792;0.023339;0.971782;12.26688194;0;0.0040548;0.941216;0.0547302
-86.5;72.4314;9;62;439.144;216.634491;593;-14.95557098;0;0.00486989;0.0240964;0.971033;12.41246223;0;0.00622756;0.936031;0.0577426
-85.5;72.4314;9;15.2;443.667;222.6451569;830;-14.55001984;0;0.00500011;0.0250322;0.969967;13.39690876;0;0.00874022;0.928992;0.0622677
-84.5;72.4314;9;47.7;471.056;256.2640991;893;-14.48324127;0;0.00525225;0.0261386;0.968609;15.26325607;0;0.0117745;0.913469;0.074756
-83.5;72.4314;9;66.2;478.122;382.509491;1279;-15.33124542;0;0.0054096;0.0257874;0.968804;17.40245056;0;0.0143811;0.892781;0.0928395
-82.5;72.4314;9;93.1;468.411;421.9069214;1069;-15.85704804;0;0.0053512;0.0253332;0.969315;18.18375587;0;0.0175512;0.86974;0.11271
-81.5;72.4314;9;55.5;466.222;323.4568176;1258;-15.67305298;0;0.0053886;0.0239786;0.970632;17.15633202;0;0.0168221;0.869134;0.114044
-80.5;72.4314;9;46.3;462.233;349.805542;1653;-15.98830109;0;0.0055298;0.0233128;0.971159;17.0192318;0;0.0133552;0.880899;0.105747
-79.5;72.4314;9;17.7;460.756;518.6575928;1564;-16.78712311;0;0.0059222;0.0235954;0.970481;18.52102089;0;0.0116423;0.872125;0.116232
-78.5;72.4314;9;19.5;451.644;599.4868164;2116;-17.09898682;0;0.0064401;0.0243059;0.969254;19.24159431;0;0.009596;0.866642;0.123762
-77.5;72.4314;9;58.1;441.022;650.0043335;1631;-17.06860046;0;0.00670411;0.0244667;0.968829;19.50193977;0;0.00714422;0.870598;0.12226
-76.5;72.4314;9;19.5;425.211;697.8322754;1806;-16.82443848;0;0.00704375;0.0247846;0.968171;20.07551765;0;0.00441875;0.87254;0.123042
-75.5;72.4314;9;18.9;420.256;603.9489746;1564;-15.95197144;0;0.0077585;0.0255552;0.966688;18.9516449;0;0.003139;0.85457;0.142295
-74.5;72.4314;9;13;417.244;486.8926086;1322;-15.00853119;0;0.00788233;0.0248113;0.967307;17.71108818;0;0.00418467;0.878543;0.117273
