30
a_lagopus	0 0.856584603360688 0.740914419695193 0.997655334114889 0.769441187964048 0.999609222352481 0.999218444704963 0.821805392731536 0.831184056271981 0.988276670574443 0.856193825713169 0.973427119968738 0.95115279406018 0.751856193825713 0.989839781164517 0.779210629152012 0.820242282141461 0.998436889409926 1 0.978116451738961 0.99452911293474 0.993747557639703 1 0.990230558812036 1 0.845642829230168 0.870652598671356 0.996873778819852 0.746385306760453 1 
b_astutus	0.856584603360688 0 0.990230558812036 0.885502149277061 0.988276670574443 0.962485345838218 0.942164908167253 0.951934349355217 0.982805783509183 0.803438843298163 0.970691676436108 0.983978116451739 0.850332161000391 0.95115279406018 0.818288393903869 0.985932004689332 0.962485345838218 0.918718249316139 0.982415005861665 0.808128175068386 0.817506838608832 0.826494724501759 0.987885892926925 0.813989839781164 0.999609222352481 0.923016803438843 0.996092223524814 0.890191481047284 0.919109026963658 1 
c_latrans	0.740914419695193 0.990230558812036 0 0.868307932786245 0.736225087924971 0.938257131692067 0.916764361078546 0.505275498241501 0.660023446658851 0.544353262993357 0.667448221961704 0.810863618601016 0.468933177022274 0.520125048847206 0.509183274716686 0.582258694802657 0.460726846424385 0.893317702227433 0.962876123485737 0.466588511137163 0.664712778429074 0.679562329034779 0.987885892926925 0.587729581867917 0.999609222352481 0.541227041813208 0.76905041031653 0.863618601016022 0.401328644001563 1 
c_lupus	0.997655334114889 0.885502149277061 0.868307932786245 0 0.644783118405627 0.998436889409926 0.998046111762407 0.624071903087143 0.64400156311059 0.906604142243064 0.665103556076592 0.842125830402501 0.797186400937866 0.550214927706135 0.908558030480657 0.594372801875733 0.612348573661587 0.996483001172333 1 0.870261821023837 0.919109026963658 0.971864009378664 1 0.889019148104728 1 0.650254005470887 0.753810082063306 0.993747557639703 0.54904259476358 1 
c_leuconotus	0.769441187964048 0.988276670574443 0.736225087924971 0.644783118405627 0 0.94841735052755 0.927315357561547 0.988276670574443 0.995701445877296 0.888237592809691 0.994138335287222 0.99726455646737 0.925361469323955 0.986713559984369 0.874560375146542 0.994919890582259 0.989839781164517 0.904650254005471 0.969128565846034 0.867917155138726 0.869089488081282 0.912465806955842 0.987885892926925 0.895271590465025 1 0.966393122313404 0.998046111762407 0.937084798749512 0.978507229386479 1 
g_gulo	0.999609222352481 0.962485345838218 0.938257131692067 0.998436889409926 0.94841735052755 0 0.998436889409926 0.704962876123486 0.730754200859711 0.946072684642438 0.738178976162563 0.902696365767878 0.88042203985932 0.633450566627589 0.94568190699492 0.692457991402892 0.710042985541227 0.997655334114889 1 0.932395466979289 0.926924579914029 0.967956232903478 1 0.92926924579914 1 0.732708089097304 0.76905041031653 0.992966002344666 0.638139898397812 1 
h_yaguarondi	0.999218444704963 0.942164908167253 0.916764361078546 0.998046111762407 0.927315357561547 0.998436889409926 0 0.998046111762407 0.998436889409926 0.966393122313404 0.998436889409926 0.999218444704963 0.987104337631887 0.998436889409926 0.909730363423212 0.998436889409926 0.998436889409926 0.92379835873388 0.938647909339586 0.924579914028918 0.911684251660805 0.984759671746776 0.987885892926925 0.972645564673701 1 0.996483001172333 0.999218444704963 0.996873778819852 0.997655334114889 1 
l_pardalis	0.821805392731536 0.951934349355217 0.505275498241501 0.624071903087143 0.988276670574443 0.704962876123486 0.998046111762407 0 0.998436889409926 0.946072684642438 0.998046111762407 0.999218444704963 0.976553341148886 0.99726455646737 0.889019148104728 0.997655334114889 0.99726455646737 0.904259476357952 0.937084798749512 0.902696365767878 0.889800703399766 0.968347010550996 0.987885892926925 0.952325127002735 1 0.988276670574443 0.999218444704963 0.982805783509183 0.99726455646737 1 
l_canadensis	0.831184056271981 0.982805783509183 0.660023446658851 0.64400156311059 0.995701445877296 0.730754200859711 0.998436889409926 0.998436889409926 0 0.749511527940602 0.621727237202032 0.800312622118015 0.623290347792106 0.515044939429465 0.741305197342712 0.598671355998437 0.489644392340758 0.993747557639703 1 0.700664322000782 0.856584603360688 0.849159828057835 1 0.796014067995311 1 0.536146932395467 0.781164517389605 0.974599452911293 0.447440406408753 1 
l_canadensis	0.988276670574443 0.803438843298163 0.544353262993357 0.906604142243064 0.888237592809691 0.946072684642438 0.966393122313404 0.946072684642438 0.749511527940602 0 0.663540445486518 0.828448612739351 0.769441187964048 0.60609613130129 0.881985150449394 0.651035560765924 0.634232121922626 0.996092223524814 1 0.850332161000391 0.910902696365768 0.952325127002735 1 0.867135599843689 1 0.642047674872997 0.791324736225088 0.981633450566628 0.602969910121141 1 
l_rufus	0.856193825713169 0.970691676436108 0.667448221961704 0.665103556076592 0.994138335287222 0.738178976162563 0.998436889409926 0.998046111762407 0.621727237202032 0.663540445486518 0 0.887846815162173 0.58421258304025 0.77452129738179 0.58147713950762 0.841735052754982 0.719421649081672 0.922626025791325 0.987104337631887 0.566627588901915 0.726064869089488 0.687768659632669 0.992575224697147 0.64947245017585 0.999609222352481 0.749511527940602 0.956232903477921 0.86400937866354 0.663540445486518 1 
m_americana	0.973427119968738 0.983978116451739 0.810863618601016 0.842125830402501 0.99726455646737 0.902696365767878 0.999218444704963 0.999218444704963 0.800312622118015 0.828448612739351 0.887846815162173 0 0.76905041031653 0.615084017194216 0.882375928096913 0.68464243845252 0.644783118405627 0.996092223524814 1 0.845642829230168 0.888237592809691 0.938257131692067 1 0.869871043376319 1 0.621336459554513 0.805783509183275 0.976944118796405 0.620164126611958 1 
m_pennanti	0.95115279406018 0.850332161000391 0.468933177022274 0.797186400937866 0.925361469323955 0.88042203985932 0.987104337631887 0.976553341148886 0.623290347792106 0.769441187964048 0.58421258304025 0.76905041031653 0 0.799531066822978 0.903087143415397 0.852286049237984 0.817116060961313 0.997655334114889 1 0.858538491598281 0.922626025791325 0.958186791715514 1 0.892926924579914 1 0.799140289175459 0.930050801094177 0.992184447049629 0.804611176240719 1 
m_mephitis	0.751856193825713 0.95115279406018 0.520125048847206 0.550214927706135 0.986713559984369 0.633450566627589 0.998436889409926 0.99726455646737 0.515044939429465 0.60609613130129 0.77452129738179 0.615084017194216 0.799531066822978 0 0.575224697147323 0.711606096131301 0.584994138335287 0.954279015240328 0.999609222352481 0.533802266510356 0.753419304415787 0.704572098475967 1 0.629933567799922 0.999609222352481 0.640093786635404 0.915201250488472 0.88315748339195 0.529112934740133 1 
m_erminea	0.989839781164517 0.818288393903869 0.509183274716686 0.908558030480657 0.874560375146542 0.94568190699492 0.909730363423212 0.889019148104728 0.741305197342712 0.881985150449394 0.58147713950762 0.882375928096913 0.903087143415397 0.575224697147323 0 0.537710042985541 0.511527940601798 0.995310668229777 1 0.730754200859711 0.842125830402501 0.873778819851505 1 0.767487299726456 1 0.548651817116061 0.751074638530676 0.949198905822587 0.411879640484564 1 
m_frenata	0.779210629152012 0.985932004689332 0.582258694802657 0.594372801875733 0.994919890582259 0.692457991402892 0.998436889409926 0.997655334114889 0.598671355998437 0.651035560765924 0.841735052754982 0.68464243845252 0.852286049237984 0.711606096131301 0.537710042985541 0 0.703008987885893 0.885111371629543 0.938647909339586 0.519734271199687 0.686596326690113 0.701445877295819 0.987885892926925 0.643220007815553 0.999609222352481 0.757717858538492 0.949980461117624 0.88315748339195 0.647127784290739 1 
m_nivalis	0.820242282141461 0.962485345838218 0.460726846424385 0.612348573661587 0.989839781164517 0.710042985541227 0.998436889409926 0.99726455646737 0.489644392340758 0.634232121922626 0.719421649081672 0.644783118405627 0.817116060961313 0.584994138335287 0.511527940601798 0.703008987885893 0 0.995701445877296 1 0.784681516217272 0.924189136381399 0.925752246971473 1 0.814771395076202 1 0.638139898397812 0.770613520906604 0.984368894099258 0.490035169988277 1 
m_vison	0.998436889409926 0.918718249316139 0.893317702227433 0.996483001172333 0.904650254005471 0.997655334114889 0.92379835873388 0.904259476357952 0.993747557639703 0.996092223524814 0.922626025791325 0.996092223524814 0.997655334114889 0.954279015240328 0.995310668229777 0.885111371629543 0.995701445877296 0 1 0.659632669011333 0.875341930441579 0.838608831574834 1 0.766705744431418 1 0.549433372411098 0.771004298554123 0.971864009378664 0.399765533411489 1 
n_narica	1 0.982415005861665 0.962876123485737 1 0.969128565846034 1 0.938647909339586 0.937084798749512 1 1 0.987104337631887 1 1 0.999609222352481 1 0.938647909339586 1 1 0 0.879249706916764 0.878468151621727 0.944900351699883 0.987885892926925 0.928878468151622 1 0.975381008206331 0.998046111762407 0.964048456428292 0.992575224697147 1 
p_onca	0.978116451738961 0.808128175068386 0.466588511137163 0.870261821023837 0.867917155138726 0.932395466979289 0.924579914028918 0.902696365767878 0.700664322000782 0.850332161000391 0.566627588901915 0.845642829230168 0.858538491598281 0.533802266510356 0.730754200859711 0.519734271199687 0.784681516217272 0.659632669011333 0.879249706916764 0 0.940601797577179 0.998436889409926 0.988667448221962 0.992966002344666 1 1 1 1 1 1 
p_lotor	0.99452911293474 0.817506838608832 0.664712778429074 0.919109026963658 0.869089488081282 0.926924579914029 0.911684251660805 0.889800703399766 0.856584603360688 0.910902696365768 0.726064869089488 0.888237592809691 0.922626025791325 0.753419304415787 0.842125830402501 0.686596326690113 0.924189136381399 0.875341930441579 0.878468151621727 0.940601797577179 0 0.69558421258304 0.987885892926925 0.628370457209848 0.999609222352481 0.717858538491598 0.95388823759281 0.875341930441579 0.609222352481438 1 
p_concolor	0.993747557639703 0.826494724501759 0.679562329034779 0.971864009378664 0.912465806955842 0.967956232903478 0.984759671746776 0.968347010550996 0.849159828057835 0.952325127002735 0.687768659632669 0.938257131692067 0.958186791715514 0.704572098475967 0.873778819851505 0.701445877295819 0.925752246971473 0.838608831574834 0.944900351699883 0.998436889409926 0.69558421258304 0 0.987885892926925 0.724110980851895 0.999609222352481 0.834701055099648 0.927315357561547 0.871434153966393 0.822586948026573 1 
s_putorius	1 0.987885892926925 0.987885892926925 1 0.987885892926925 1 0.987885892926925 0.987885892926925 1 1 0.992575224697147 1 1 1 1 0.987885892926925 1 1 0.987885892926925 0.988667448221962 0.987885892926925 0.987885892926925 0 0.735443532629934 0.999609222352481 0.847596717467761 0.983978116451739 0.864790933958578 0.783899960922235 1 
s_pygmaea	0.990230558812036 0.813989839781164 0.587729581867917 0.889019148104728 0.895271590465025 0.92926924579914 0.972645564673701 0.952325127002735 0.796014067995311 0.867135599843689 0.64947245017585 0.869871043376319 0.892926924579914 0.629933567799922 0.767487299726456 0.643220007815553 0.814771395076202 0.766705744431418 0.928878468151622 0.992966002344666 0.628370457209848 0.724110980851895 0.735443532629934 0 1 1 1 1 1 1 
t_taxus	1 0.999609222352481 0.999609222352481 1 1 1 1 1 1 1 0.999609222352481 1 1 0.999609222352481 1 0.999609222352481 1 1 1 1 0.999609222352481 0.999609222352481 0.999609222352481 1 0 0.784290738569754 0.93747557639703 0.863618601016022 0.710042985541227 1 
