30
a_lagopus	0 0.730872483221477 0.661744966442953 0.96510067114094 0.695973154362416 0.97248322147651 0.967114093959732 0.723489932885906 0.744295302013423 0.836912751677852 0.76241610738255 0.897986577181208 0.81006711409396 0.673154362416107 0.831543624161074 0.703355704697987 0.719463087248322 0.969798657718121 0.979865771812081 0.818120805369128 0.897986577181208 0.875838926174497 1 0.848322147651007 1 0.738255033557047 0.802684563758389 0.961744966442953 0.67248322147651 1 
b_astutus	0.730872483221477 0 0.895302013422819 0.810738255033557 0.902684563758389 0.926174496644295 0.893288590604027 0.855704697986577 0.898657718120805 0.691275167785235 0.874496644295302 0.928859060402685 0.754362416107383 0.828859060402685 0.708053691275168 0.895302013422819 0.87248322147651 0.859060402684564 0.960402684563758 0.697986577181208 0.702013422818792 0.726174496644295 0.979194630872483 0.704026845637584 0.999328859060403 0.802684563758389 0.941610738255034 0.825503355704698 0.820805369127517 1 
c_latrans	0.661744966442953 0.895302013422819 0 0.784563758389262 0.561073825503356 0.871812080536913 0.836912751677852 0.385234899328859 0.51744966442953 0.403355704697987 0.503355704697987 0.71006711409396 0.393959731543624 0.360402684563758 0.37248322147651 0.500671140939597 0.400671140939597 0.81006711409396 0.914093959731544 0.35503355704698 0.475167785234899 0.553020134228188 0.979194630872483 0.452348993288591 0.999328859060403 0.364429530201342 0.631543624161074 0.789261744966443 0.332885906040268 1 
c_lupus	0.96510067114094 0.810738255033557 0.784563758389262 0 0.532214765100671 0.958389261744966 0.948993288590604 0.485234899328859 0.525503355704698 0.711409395973154 0.535570469798658 0.751677852348993 0.642281879194631 0.440268456375839 0.700671140939597 0.495973154362416 0.480536912751678 0.951677852348993 0.970469798657718 0.687248322147651 0.769798657718121 0.809395973154362 0.997986577181208 0.715436241610738 0.999328859060403 0.505369127516779 0.632214765100671 0.938255033557047 0.440268456375839 1 
c_leuconotus	0.695973154362416 0.902684563758389 0.561073825503356 0.532214765100671 0 0.909395973154362 0.875167785234899 0.931543624161074 0.948993288590604 0.810738255033557 0.941610738255034 0.969127516778523 0.863758389261745 0.914765100671141 0.791946308724832 0.942281879194631 0.930872483221477 0.842281879194631 0.943624161073826 0.783892617449664 0.785234899328859 0.848322147651007 0.979194630872483 0.822147651006711 1 0.894630872483221 0.963758389261745 0.893288590604027 0.912080536912752 1 
g_gulo	0.97248322147651 0.926174496644295 0.871812080536913 0.958389261744966 0.909395973154362 0 0.951677852348993 0.55503355704698 0.598657718120805 0.754362416107383 0.597315436241611 0.804697986577181 0.710738255033557 0.509395973154362 0.747651006711409 0.581879194630873 0.567114093959732 0.953020134228188 0.973825503355705 0.746308724832215 0.790604026845638 0.822818791946309 0.997315436241611 0.761073825503356 0.999328859060403 0.574496644295302 0.653691275167785 0.944295302013423 0.514765100671141 1 
h_yaguarondi	0.967114093959732 0.893288590604027 0.836912751677852 0.948993288590604 0.875167785234899 0.951677852348993 0 0.949664429530201 0.958389261744966 0.916778523489933 0.957046979865772 0.980536912751678 0.944295302013423 0.948322147651007 0.845637583892617 0.957718120805369 0.951006711409396 0.871812080536913 0.895973154362416 0.865771812080537 0.851006711409396 0.951006711409396 0.979194630872483 0.930872483221477 1 0.946979865771812 0.973825503355705 0.983892617449664 0.945637583892617 1 
l_pardalis	0.723489932885906 0.855704697986577 0.385234899328859 0.485234899328859 0.931543624161074 0.55503355704698 0.949664429530201 0 0.949664429530201 0.883892617449664 0.948322147651007 0.975838926174497 0.925503355704698 0.936912751677852 0.812751677852349 0.950335570469799 0.941610738255034 0.840268456375839 0.893288590604027 0.830872483221476 0.816107382550336 0.922818791946309 0.979194630872483 0.897986577181208 1 0.926845637583893 0.967114093959732 0.961073825503356 0.934228187919463 1 
l_canadensis	0.744295302013423 0.898657718120805 0.51744966442953 0.525503355704698 0.948993288590604 0.598657718120805 0.958389261744966 0.949664429530201 0 0.586577181208054 0.476510067114094 0.702013422818792 0.512080536912752 0.37248322147651 0.577852348993289 0.491946308724832 0.400671140939597 0.938255033557047 0.96510067114094 0.565771812080537 0.693288590604027 0.708053691275168 0.996644295302013 0.634228187919463 0.999328859060403 0.393959731543624 0.642953020134228 0.912080536912752 0.359731543624161 1 
l_canadensis	0.836912751677852 0.691275167785235 0.403355704697987 0.711409395973154 0.810738255033557 0.754362416107383 0.916778523489933 0.883892617449664 0.586577181208054 0 0.533557046979866 0.736912751677852 0.632214765100671 0.476510067114094 0.697986577181208 0.545637583892618 0.512080536912752 0.953691275167785 0.970469798657718 0.690604026845638 0.77248322147651 0.804697986577181 0.997986577181208 0.709395973154362 0.999328859060403 0.50738255033557 0.667114093959732 0.930872483221477 0.481879194630872 1 
