30
a_lagopus	0 0.869973694099962 0.746711762495303 1 0.776024051108606 1 1 0.828635851183765 0.841037204058625 0.999248402856069 0.862081924088688 0.980082675685832 0.965050732807215 0.758361518226231 1 0.786922209695603 0.830139045471627 1 1 0.990229237128899 1 1 1 1 1 0.853062758361518 0.875986471251409 1 0.753100338218715 1 
b_astutus	0.869973694099962 0 1 0.889515219842165 0.994738819992484 0.963547538519354 0.943630214205186 0.961668545659527 0.991356632844795 0.809470124013529 0.978203682826005 0.989101841413003 0.854941751221345 0.962795941375423 0.824877865464111 0.996993611424277 0.974821495678316 0.92108229988726 0.983089064261556 0.813979706877114 0.82337467117625 0.831642239759489 0.988350244269072 0.819616685456595 0.999624201428035 0.933859451334085 1 0.894776399849681 0.9293498684705 1 
c_latrans	0.746711762495303 1 0 0.872980082675686 0.751221345358888 0.940248027057497 0.919203307027433 0.517474633596392 0.670800450958286 0.552048102217212 0.67869222096956 0.818113491168734 0.474633596392334 0.532882375046975 0.518602029312289 0.593385945133408 0.473881999248403 0.896655392709508 0.964299135663285 0.475009394964299 0.67380683953401 0.685456595264938 0.988350244269072 0.595264937993236 0.999624201428035 0.554302893649004 0.776399849680571 0.868094701240135 0.411123637730177 1 
c_lupus	1 0.889515219842165 0.872980082675686 0 0.654265313791808 1 1 0.63021420518602 0.65238632093198 0.921458098459226 0.670424652386321 0.849304772641864 0.810597519729425 0.556181886508831 0.922585494175122 0.600901916572717 0.620819240886885 1 1 0.885005636978579 0.930853062758362 0.983464862833521 1 0.903419767004885 1 0.656895903795566 0.76174370537392 1 0.55467869222097 1 
c_leuconotus	0.776024051108606 0.994738819992484 0.751221345358888 0.654265313791808 0 0.950018789928598 0.929725667042465 0.992859827132657 1 0.892145809845923 0.997745208568207 1 0.927846674182638 0.992859827132657 0.878992859827133 1 0.996242014280346 0.907929349868471 0.970311912814731 0.87260428410372 0.874107478391582 0.915445321307779 0.988350244269072 0.8989101841413 1 0.972190905674558 1 0.940248027057497 0.984216459977452 1 
g_gulo	1 0.963547538519354 0.940248027057497 1 0.950018789928598 0 1 0.714393085306276 0.742202179631717 0.959789552799699 0.746711762495303 0.910935738444194 0.896279594137542 0.642615558060879 0.959037955655769 0.702743329575348 0.723036452461481 1 1 0.94738819992484 0.934986847049981 0.975948891394213 1 0.941751221345359 1 0.742577978203683 0.776775648252537 0.99586621570838 0.64750093949643 1 
h_yaguarondi	1 0.943630214205186 0.919203307027433 1 0.929725667042465 1 0 0.999624201428035 1 0.967305524239008 1 1 0.987222848553176 1 0.912814731304021 1 1 0.926343479894776 0.940999624201428 0.927095077038707 0.914693724163848 0.984968057121383 0.988350244269072 0.973318301390455 1 0.998121007140173 1 0.996993611424277 0.999248402856069 1 
l_pardalis	0.828635851183765 0.961668545659527 0.517474633596392 0.63021420518602 0.992859827132657 0.714393085306276 0.999624201428035 0 1 0.94738819992484 1 1 0.976700488538144 1 0.892897406989853 1 1 0.90717775272454 0.939496429913566 0.905674558436678 0.893273205561819 0.96880871852687 0.988350244269072 0.953400977076287 1 0.990605035700864 1 0.983089064261556 1 1 
l_canadensis	0.841037204058625 0.991356632844795 0.670800450958286 0.65238632093198 1 0.742202179631717 1 1 0 0.76174370537392 0.627207816610297 0.806463735437805 0.633972190905675 0.521608417888012 0.75347613679068 0.604659902292371 0.49793310785419 0.997745208568207 1 0.712889891018414 0.869597895527997 0.860954528372792 1 0.809470124013529 1 0.541901540774145 0.789177001127396 0.98271326568959 0.452461480646374 1 
l_canadensis	0.999248402856069 0.809470124013529 0.552048102217212 0.921458098459226 0.892145809845923 0.959789552799699 0.967305524239008 0.94738819992484 0.76174370537392 0 0.670424652386321 0.834272829763247 0.779030439684329 0.612551672303645 0.892897406989853 0.658774896655393 0.641488162344983 1 1 0.860954528372792 0.921458098459226 0.961668545659527 1 0.878617061255167 1 0.64750093949643 0.799699361142428 0.987598647125141 0.609545283727922 1 
l_rufus	0.862081924088688 0.978203682826005 0.67869222096956 0.670424652386321 0.997745208568207 0.746711762495303 1 1 0.627207816610297 0.670424652386321 0 0.89402480270575 0.589627959413754 0.788049605411499 0.589627959413754 0.854941751221345 0.732431416760616 0.924840285606915 0.987598647125141 0.572341225103345 0.733558812476513 0.693348365276212 0.992859827132657 0.656895903795566 0.999624201428035 0.76249530251785 0.963171739947388 0.868470499812101 0.674182638105975 1 
m_americana	0.980082675685832 0.989101841413003 0.818113491168734 0.849304772641864 1 0.910935738444194 1 1 0.806463735437805 0.834272829763247 0.89402480270575 0 0.778654641112364 0.620819240886885 0.893273205561819 0.689214580984592 0.651258925216084 1 1 0.856444945509207 0.897782788425404 0.946636602780909 1 0.881247651258925 1 0.627583615182262 0.812852311161218 0.981585869973694 0.625704622322435 1 
m_pennanti	0.965050732807215 0.854941751221345 0.474633596392334 0.810597519729425 0.927846674182638 0.896279594137542 0.987222848553176 0.976700488538144 0.633972190905675 0.779030439684329 0.589627959413754 0.778654641112364 0 0.80608793686584 0.909808342728298 0.858323938369034 0.82337467117625 1 1 0.865088312664412 0.930101465614431 0.96467493423525 1 0.901164975573093 1 0.805712138293874 0.935362645621947 0.996242014280346 0.810973318301391 1 
