30
a_lagopus	0 0.85 0.8 0.97 0.83 0.99 0.98 0.86 0.87 0.94 0.88 0.99 0.97 0.83 0.94 0.86 0.87 0.98 0.99 0.94 0.93 0.96 1 0.94 1 0.86 0.87 0.97 0.83 1 
b_astutus	0.85 0 0.91 0.74 0.88 0.93 0.86 0.84 0.89 0.6 0.85 0.95 0.68 0.79 0.63 0.91 0.9 0.8 0.96 0.64 0.6 0.63 0.99 0.62 1 0.73 0.92 0.68 0.8 1 
c_latrans	0.8 0.91 0 0.69 0.5 0.87 0.79 0.41 0.52 0.41 0.48 0.82 0.47 0.34 0.39 0.57 0.53 0.73 0.9 0.44 0.32 0.5 0.99 0.45 1 0.35 0.58 0.59 0.38 1 
c_lupus	0.97 0.74 0.69 0 0.55 0.98 0.97 0.58 0.59 0.84 0.59 0.87 0.85 0.55 0.85 0.59 0.59 0.93 0.98 0.87 0.79 0.91 1 0.83 1 0.58 0.59 0.93 0.55 1 
c_leuconotus	0.83 0.88 0.5 0.55 0 0.89 0.81 0.9 0.91 0.73 0.91 0.97 0.79 0.86 0.7 0.93 0.92 0.75 0.92 0.69 0.69 0.77 0.99 0.75 1 0.81 0.93 0.77 0.88 1 
g_gulo	0.99 0.93 0.87 0.98 0.89 0 0.96 0.52 0.55 0.77 0.56 0.87 0.78 0.48 0.78 0.58 0.57 0.92 0.97 0.81 0.72 0.84 0.99 0.77 1 0.55 0.58 0.88 0.5 1 
h_yaguarondi	0.98 0.86 0.79 0.97 0.81 0.96 0 0.96 0.96 0.92 0.97 0.99 0.94 0.96 0.85 0.98 0.97 0.88 0.89 0.87 0.85 0.95 0.99 0.94 1 0.95 0.98 0.95 0.97 1 
l_pardalis	0.86 0.84 0.41 0.58 0.9 0.52 0.96 0 0.95 0.85 0.96 0.99 0.89 0.94 0.77 0.97 0.96 0.8 0.88 0.79 0.77 0.88 0.99 0.87 1 0.9 0.97 0.88 0.95 1 
l_canadensis	0.87 0.89 0.52 0.59 0.91 0.55 0.96 0.95 0 0.67 0.51 0.82 0.67 0.42 0.68 0.57 0.54 0.9 0.96 0.71 0.63 0.74 0.99 0.7 1 0.46 0.59 0.82 0.44 1 
l_canadensis	0.94 0.6 0.41 0.84 0.73 0.77 0.92 0.85 0.67 0 0.56 0.86 0.78 0.52 0.79 0.6 0.59 0.91 0.96 0.84 0.74 0.85 0.99 0.78 1 0.56 0.6 0.87 0.54 1 
l_rufus	0.88 0.85 0.48 0.59 0.91 0.56 0.97 0.96 0.51 0.56 0 0.86 0.49 0.61 0.46 0.83 0.8 0.79 0.95 0.5 0.42 0.5 0.99 0.47 1 0.61 0.85 0.59 0.65 1 
m_americana	0.99 0.95 0.82 0.87 0.97 0.87 0.99 0.99 0.82 0.86 0.86 0 0.74 0.48 0.75 0.61 0.58 0.92 0.97 0.79 0.69 0.8 0.99 0.75 1 0.49 0.6 0.86 0.49 1 
m_pennanti	0.97 0.68 0.47 0.85 0.79 0.78 0.94 0.89 0.67 0.78 0.49 0.74 0 0.82 0.88 0.87 0.85 0.97 0.99 0.9 0.84 0.92 1 0.87 1 0.82 0.87 0.97 0.82 1 
m_mephitis	0.83 0.79 0.34 0.55 0.86 0.48 0.96 0.94 0.42 0.52 0.61 0.48 0.82 0 0.51 0.83 0.8 0.84 0.97 0.57 0.49 0.55 0.99 0.53 1 0.61 0.85 0.64 0.66 1 
m_erminea	0.94 0.63 0.39 0.85 0.7 0.78 0.85 0.77 0.68 0.79 0.46 0.75 0.88 0.51 0 0.58 0.55 0.9 0.96 0.67 0.56 0.69 0.99 0.63 1 0.43 0.58 0.76 0.39 1 
m_frenata	0.86 0.91 0.57 0.59 0.93 0.58 0.98 0.97 0.57 0.6 0.83 0.61 0.87 0.83 0.58 0 0.81 0.74 0.88 0.46 0.38 0.53 0.99 0.51 1 0.62 0.86 0.62 0.66 1 
m_nivalis	0.87 0.9 0.53 0.59 0.92 0.57 0.97 0.96 0.54 0.59 0.8 0.58 0.85 0.8 0.55 0.81 0 0.93 0.98 0.86 0.8 0.89 1 0.83 1 0.57 0.59 0.93 0.56 1 
m_vison	0.98 0.8 0.73 0.93 0.75 0.92 0.88 0.8 0.9 0.91 0.79 0.92 0.97 0.84 0.9 0.74 0.93 0 0.97 0.83 0.76 0.87 1 0.82 1 0.54 0.58 0.93 0.53 1 
n_narica	0.99 0.96 0.9 0.98 0.92 0.97 0.89 0.88 0.96 0.96 0.95 0.97 0.99 0.97 0.96 0.88 0.98 0.97 0 0.73 0.73 0.82 0.99 0.81 1 0.85 0.93 0.82 0.91 1 
p_onca	0.94 0.64 0.44 0.87 0.69 0.81 0.87 0.79 0.71 0.84 0.5 0.79 0.9 0.57 0.67 0.46 0.86 0.83 0.73 0 0.88 0.98 0.99 0.97 1 0.96 0.98 0.98 0.97 1 
p_lotor	0.93 0.6 0.32 0.79 0.69 0.72 0.85 0.77 0.63 0.74 0.42 0.69 0.84 0.49 0.56 0.38 0.8 0.76 0.73 0.88 0 0.55 0.99 0.55 1 0.66 0.88 0.63 0.7 1 
p_concolor	0.96 0.63 0.5 0.91 0.77 0.84 0.95 0.88 0.74 0.85 0.5 0.8 0.92 0.55 0.69 0.53 0.89 0.87 0.82 0.98 0.55 0 0.99 0.46 1 0.57 0.8 0.59 0.61 1 
s_putorius	1 0.99 0.99 1 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 1 0.99 0.99 0.99 1 1 0.99 0.99 0.99 0.99 0 0.53 1 0.68 0.91 0.59 0.73 1 
s_pygmaea	0.94 0.62 0.45 0.83 0.75 0.77 0.94 0.87 0.7 0.78 0.47 0.75 0.87 0.53 0.63 0.51 0.83 0.82 0.81 0.97 0.55 0.46 0.53 0 1 0.99 1 0.99 1 1 
t_taxus	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0.64 0.84 0.59 0.68 1 
u_littoralis	0.86 0.73 0.35 0.58 0.81 0.55 0.95 0.9 0.46 0.56 0.61 0.49 0.82 0.61 0.43 0.62 0.57 0.54 0.85 0.96 0.66 0.57 0.68 0.99 0.64 0 1 1 1 1 
u_americanus	0.87 0.92 0.58 0.59 0.93 0.58 0.98 0.97 0.59 0.6 0.85 0.6 0.87 0.85 0.58 0.86 0.59 0.58 0.93 0.98 0.88 0.8 0.91 1 0.84 1 0 0.76 0.42 1 
u_arctos	0.97 0.68 0.59 0.93 0.77 0.88 0.95 0.88 0.82 0.87 0.59 0.86 0.97 0.64 0.76 0.62 0.93 0.93 0.82 0.98 0.63 0.59 0.59 0.99 0.59 1 0.76 0 0.58 1 
v_velox	0.83 0.8 0.38 0.55 0.88 0.5 0.97 0.95 0.44 0.54 0.65 0.49 0.82 0.66 0.39 0.66 0.56 0.53 0.91 0.97 0.7 0.61 0.73 1 0.68 1 0.42 0.58 0 1 
v_vulpes	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 
